y_true,log_reg_prob,gb_prob,action
0,0.1038239880175011,0.1067696998266244,auto_approve
0,0.2069804876680004,0.1441755565765902,flag_for_review
0,0.0657402329609418,0.1104108609955468,auto_approve
0,0.029006568132543,0.0599562294167477,auto_approve
0,0.0772714426840229,0.0725312439882473,auto_approve
0,0.133205415852539,0.1296457375710259,auto_approve
1,0.1240807882958319,0.1209913017843309,auto_approve
0,0.1468308659047775,0.1971705792322342,auto_approve
0,0.0619578942103553,0.0613820063551688,auto_approve
0,0.0616642924849325,0.0847615592837517,auto_approve
0,0.0937915793606383,0.1030507160637897,auto_approve
0,0.2715273523806815,0.18352185585694,flag_for_review
0,0.2527015918629098,0.3059110150767543,flag_for_review
0,0.1252681465438571,0.1239047960800418,auto_approve
0,0.2289950628942714,0.3156711009479352,flag_for_review
0,0.0660478200948838,0.0559335310526163,auto_approve
0,0.2980923639520801,0.2113554399610758,flag_for_review
0,0.2605790925329434,0.1936822427157472,flag_for_review
0,0.0752992975942726,0.0970886550988675,auto_approve
0,0.4965745459740904,0.5713241243748778,flag_for_review
0,0.6669718314556644,0.6313499839615941,flag_for_review
0,0.3322882007295493,0.2713758758715166,flag_for_review
0,0.1314697272528979,0.1272730801163321,auto_approve
0,0.2931704157774656,0.4412702604647407,flag_for_review
0,0.075572842807926,0.1078093683005995,auto_approve
1,0.2445656897045904,0.1908861377481581,flag_for_review
0,0.4539967457310679,0.4510015345941622,flag_for_review
0,0.0594406687316124,0.0725342408394935,auto_approve
0,0.0439518889607434,0.0882100648787401,auto_approve
1,0.5165854314459816,0.5394923779611679,flag_for_review
0,0.0513250885409518,0.0368583992198886,auto_approve
0,0.2176322387763078,0.2020936054781186,flag_for_review
0,0.088368297904106,0.1004405114277702,auto_approve
0,0.261616369199462,0.2570283458488101,flag_for_review
0,0.0131460992594133,0.0595714324179474,auto_approve
1,0.6026766823573435,0.7025448758308018,flag_for_review
0,0.2178155960500454,0.2356487511694742,flag_for_review
1,0.1331171567559514,0.1491488547900013,auto_approve
0,0.241326351357363,0.2710818640331314,flag_for_review
0,0.035439370839625,0.0408271337675677,auto_approve
0,0.5327562923904503,0.6735420515028605,flag_for_review
0,0.2059908934239201,0.2991865685375765,flag_for_review
1,0.527709871563278,0.5351933102372588,flag_for_review
0,0.0936864038079353,0.0740541974147359,auto_approve
0,0.0940225794641306,0.0761190427419337,auto_approve
0,0.1050885448350889,0.1221489262685273,auto_approve
0,0.2826531240741516,0.336479423444726,flag_for_review
0,0.1377696230576746,0.153366075598548,auto_approve
1,0.3294566282568587,0.2948753218932098,flag_for_review
0,0.0437494129611083,0.0478587612855049,auto_approve
0,0.2330533903347993,0.2572332949192219,flag_for_review
0,0.1680256192649272,0.1909577576849098,flag_for_review
0,0.0930483913047349,0.0994335802252564,auto_approve
0,0.3591350805832261,0.2481621669345556,flag_for_review
0,0.0228525479157016,0.0441558383482478,auto_approve
0,0.0693440886562594,0.0876325299822458,auto_approve
1,0.2754225114149374,0.3415697011654449,flag_for_review
0,0.0747915917608647,0.0571322113433684,auto_approve
0,0.2639629531315944,0.3740611776475113,flag_for_review
0,0.1302144945652134,0.0985721761904177,auto_approve
0,0.103441596345302,0.1354028337267228,auto_approve
0,0.2232895775257609,0.2117355221865876,flag_for_review
0,0.1538129520167712,0.1748204488076265,auto_approve
0,0.2216993332848632,0.1431216077102573,flag_for_review
0,0.1138797825182191,0.1102344489748124,auto_approve
0,0.1227275487753849,0.1600014453628279,auto_approve
1,0.0505319452707619,0.0705827927485962,auto_approve
0,0.2016211421764219,0.1149478752601469,flag_for_review
0,0.5798182287471849,0.540586255933185,flag_for_review
1,0.2535408695241684,0.2305951511269527,flag_for_review
0,0.4349216152683157,0.4375287566495577,flag_for_review
1,0.7205721964609167,0.7732090303445556,flag_for_review
0,0.0550078398930386,0.0663772891805479,auto_approve
0,0.1286925349902773,0.2034177564365123,auto_approve
0,0.2837708443813932,0.2132641519865889,flag_for_review
0,0.2344796361085029,0.134848794460472,flag_for_review
0,0.2713906543718396,0.223168233127124,flag_for_review
0,0.0685753975098133,0.0948598562606405,auto_approve
0,0.1515469269323548,0.1170555721810847,auto_approve
0,0.1776249989688071,0.1447536842519542,flag_for_review
0,0.1804752166396498,0.185946429470755,flag_for_review
0,0.219814140361384,0.2232505529874133,flag_for_review
0,0.0072734599399895,0.0142309902608749,auto_approve
0,0.019052431316505,0.0284469687102393,auto_approve
0,0.09345251985536,0.1201788498917592,auto_approve
0,0.3466685130073917,0.2496236201213915,flag_for_review
0,0.4184121065798278,0.3598281133468869,flag_for_review
1,0.4394069536443,0.4499429586615978,flag_for_review
0,0.1256942662875979,0.1670125828089958,auto_approve
1,0.2897280120965335,0.1328839908941193,flag_for_review
1,0.0499616882748173,0.047792113619878,auto_approve
0,0.1122862007182083,0.1347729756967582,auto_approve
0,0.0747449749836966,0.1442195801524007,auto_approve
0,0.0652212166180122,0.0572277565305343,auto_approve
1,0.04771923608936,0.0894862068580986,auto_approve
1,0.1301401181352469,0.1384854776772142,auto_approve
1,0.2210245991811776,0.0932325631867217,flag_for_review
1,0.3511190630434966,0.3478820837066202,flag_for_review
0,0.2662174896974407,0.3153535323617241,flag_for_review
0,0.3076960043444471,0.355066904215714,flag_for_review
0,0.075514424350887,0.086604182430847,auto_approve
1,0.228948966369996,0.1565673240817565,flag_for_review
1,0.3931260718133242,0.3579366027038764,flag_for_review
0,0.2081086300907529,0.1438957495054769,flag_for_review
0,0.0630683689564396,0.0807405470750815,auto_approve
1,0.224052595879447,0.2164895197191686,flag_for_review
0,0.3958750720468929,0.3093305189420295,flag_for_review
1,0.2461260946100885,0.376557770203456,flag_for_review
0,0.4933498790782464,0.5010225422016631,flag_for_review
0,0.1941445110178934,0.1442107158904257,flag_for_review
0,0.1914725008528305,0.1626774473989052,flag_for_review
0,0.1940162322458772,0.1887280375692212,flag_for_review
0,0.0127977708649363,0.027157286835839,auto_approve
0,0.2401237713874177,0.1978348413060981,flag_for_review
0,0.0097153260343347,0.0106448677170299,auto_approve
1,0.1606939522690879,0.1833015601232493,flag_for_review
0,0.1201521238778837,0.0824279817309258,auto_approve
0,0.1202295484449942,0.1020317374521686,auto_approve
0,0.0968928271073452,0.1293628638949052,auto_approve
1,0.2140749410315041,0.2692394638191287,flag_for_review
1,0.0854361008619361,0.0306909547559091,auto_approve
0,0.3786069585068112,0.354377419339502,flag_for_review
1,0.1717800038553887,0.1788584003336119,flag_for_review
0,0.1243539229586727,0.1476714100390093,auto_approve
1,0.2115079096524536,0.2073908333819643,flag_for_review
0,0.0796929754651954,0.1074227734899337,auto_approve
1,0.0954744870263171,0.1440068088919303,auto_approve
1,0.4737510731534428,0.519018879919861,flag_for_review
0,0.1597091160085774,0.1022446203255723,auto_approve
1,0.7043773546969517,0.7650433930705107,flag_for_review
0,0.2012357205463744,0.1478685711903728,flag_for_review
0,0.3470782992584002,0.2746999531706994,flag_for_review
0,0.0563169924135353,0.0490233188578497,auto_approve
1,0.5439209241019258,0.6032841346674908,flag_for_review
0,0.1467634249679641,0.158459361150231,auto_approve
0,0.0635550958764345,0.0756298716226857,auto_approve
0,0.133720264889151,0.191082284681616,auto_approve
1,0.4473802141437588,0.6068822403770798,flag_for_review
0,0.050525075103762,0.0496033013295657,auto_approve
0,0.0835410099422569,0.1160843565170001,auto_approve
0,0.1706724863578019,0.1666446438092369,flag_for_review
0,0.0980823705207229,0.1076386816593208,auto_approve
0,0.2515251382915703,0.1374044758472909,flag_for_review
0,0.0847383664327412,0.0511319864709549,auto_approve
0,0.0668727508256237,0.0628955632923905,auto_approve
0,0.1465685774241009,0.1158050597588224,auto_approve
0,0.0412787747554936,0.0217260433664581,auto_approve
0,0.0346883258445115,0.0311724874625633,auto_approve
1,0.2222129408986971,0.2724397459235869,flag_for_review
0,0.4001471144744801,0.2783331608826162,flag_for_review
0,0.021412057242957,0.0196216419400865,auto_approve
0,0.0141024169105277,0.0182383952461894,auto_approve
0,0.269215487301702,0.1001161202771109,flag_for_review
0,0.0658264746669016,0.0594520322433961,auto_approve
0,0.4100545906831585,0.4104057650713217,flag_for_review
1,0.4544131788960635,0.2965929733375357,flag_for_review
0,0.1012040684106929,0.1200622529439744,auto_approve
0,0.1694331419143773,0.2709182121537949,flag_for_review
0,0.3307422574667906,0.2881751924187434,flag_for_review
0,0.1002472006633085,0.0804987575205171,auto_approve
0,0.0970762440212609,0.105987018625432,auto_approve
0,0.0923357123372906,0.1224505195448076,auto_approve
1,0.1756201848893506,0.1424815050169812,flag_for_review
0,0.0408489767952268,0.0659819514101303,auto_approve
0,0.1017174856496029,0.1039924219132324,auto_approve
0,0.3184484578356817,0.2256148729048371,flag_for_review
0,0.3703719980397026,0.28704548696466,flag_for_review
1,0.3103291351473958,0.3969102197127355,flag_for_review
0,0.0589796417311468,0.0792482329447464,auto_approve
0,0.0631178868686603,0.069102285232904,auto_approve
0,0.1045488479992886,0.0540143587776166,auto_approve
0,0.4937344055406633,0.4136105164759098,flag_for_review
1,0.329619144900678,0.2362285805990126,flag_for_review
0,0.1957484460420611,0.2758603651155131,flag_for_review
0,0.2598896699549537,0.205781594431133,flag_for_review
1,0.3696850496772771,0.3896176918161055,flag_for_review
0,0.0985134888461111,0.1031268015969755,auto_approve
0,0.1168130547353067,0.1925105887878404,auto_approve
0,0.1508185012513182,0.2420733772031796,auto_approve
0,0.2392846184400892,0.1616246473160197,flag_for_review
1,0.335524992796147,0.3124813148918793,flag_for_review
0,0.4683518357780397,0.4412517665755043,flag_for_review
0,0.1318344664136916,0.0698953564568928,auto_approve
1,0.338419690404949,0.2907583495922892,flag_for_review
1,0.0914166780961341,0.0841018734398665,auto_approve
1,0.2092964229742685,0.1734548283427015,flag_for_review
0,0.0964990458405401,0.1174992548997899,auto_approve
1,0.0757848574912509,0.0669828345211744,auto_approve
1,0.0898386682177193,0.0587206841909259,auto_approve
0,0.2452219056569525,0.3429505768671489,flag_for_review
0,0.3269476312148159,0.4387428771423506,flag_for_review
0,0.0385133946326518,0.0514680122768491,auto_approve
0,0.183772138021147,0.1767042920335321,flag_for_review
0,0.203115953697929,0.1274648332774527,flag_for_review
0,0.1724261722939287,0.1404622612434583,flag_for_review
0,0.3389063309804835,0.2255338540117008,flag_for_review
1,0.2212078192954936,0.2110138657234372,flag_for_review
0,0.072820184158273,0.099254386315108,auto_approve
0,0.1077739556140292,0.0839445173923896,auto_approve
0,0.536472442707831,0.4009532383402103,flag_for_review
1,0.4250681430630929,0.446885113328785,flag_for_review
0,0.4758411059168173,0.3799744436516092,flag_for_review
0,0.091037731731049,0.1257996725336857,auto_approve
0,0.3845435669533045,0.3121981871524524,flag_for_review
0,0.210140339038038,0.2134451507792808,flag_for_review
1,0.291359097415416,0.3276084945541775,flag_for_review
0,0.0294502043380369,0.0550286710012419,auto_approve
0,0.0590094244717771,0.0521700469491716,auto_approve
0,0.070509357044159,0.0935076680561078,auto_approve
1,0.2217401836734697,0.254784480228242,flag_for_review
1,0.2703534448998153,0.2878928032077468,flag_for_review
0,0.2598619055074161,0.2211248284402196,flag_for_review
0,0.0221676568449719,0.0440265050306852,auto_approve
1,0.219007036564006,0.2296739540649132,flag_for_review
0,0.3905373450002798,0.3197890911773545,flag_for_review
0,0.1504402912858931,0.1585532415407669,auto_approve
0,0.0535490742331826,0.0947103463563071,auto_approve
1,0.0544005130198503,0.0929228222033146,auto_approve
1,0.2126648913561181,0.4248399087788692,flag_for_review
0,0.1222614332722795,0.2769223991302868,auto_approve
1,0.4188673031338087,0.3639369221298195,flag_for_review
0,0.0230046702327335,0.0439994572924675,auto_approve
0,0.0731117971476668,0.1210372906530987,auto_approve
0,0.2717903664805029,0.3685401350699557,flag_for_review
0,0.0906994772306446,0.1332998678235068,auto_approve
0,0.1098635032980734,0.1165334058030187,auto_approve
0,0.1770157613626386,0.1209687645815616,flag_for_review
0,0.0540183918678088,0.0802571739446033,auto_approve
1,0.2388989322450584,0.2364555945625397,flag_for_review
1,0.3834704204717509,0.5594900934990804,flag_for_review
0,0.0745233963555221,0.078881220813325,auto_approve
0,0.0890777377924407,0.0949666399459024,auto_approve
1,0.7501781836838544,0.7746254988103576,flag_for_review
0,0.0616018946908226,0.0415733002499987,auto_approve
0,0.3352637330634646,0.4317454399341242,flag_for_review
0,0.2566609865461727,0.1991314588979105,flag_for_review
0,0.0282880204126116,0.0313204573563517,auto_approve
0,0.2322844409046347,0.242979031253138,flag_for_review
0,0.1548605035273832,0.1431587553680235,auto_approve
0,0.1093431878483094,0.1886425795795612,auto_approve
0,0.1036584044924808,0.1081210474280012,auto_approve
0,0.0090559200008742,0.0681553862820739,auto_approve
0,0.3536255247512694,0.2637762661067301,flag_for_review
0,0.4848135762728123,0.3943598984318698,flag_for_review
1,0.1831248811091657,0.2380395925132626,flag_for_review
0,0.363609828360704,0.4337982978954117,flag_for_review
0,0.106698480830461,0.1367330960519406,auto_approve
0,0.2789507173192052,0.1999615599029635,flag_for_review
0,0.3054220692387787,0.2203393512944035,flag_for_review
0,0.122507492005912,0.1046506239692249,auto_approve
0,0.0630153644305861,0.0654972837673438,auto_approve
0,0.0475616886992658,0.0323557439460925,auto_approve
0,0.1463047744384841,0.1905162918784416,auto_approve
0,0.3284718195770677,0.2795336485975024,flag_for_review
0,0.0934571095147175,0.1145666731837602,auto_approve
0,0.4796259267896386,0.4398342948686219,flag_for_review
0,0.0821384093575925,0.0922328167663597,auto_approve
0,0.058595042756346,0.0577399734596582,auto_approve
0,0.0570046690288646,0.0774158644529936,auto_approve
0,0.3097979402556515,0.4051264143238269,flag_for_review
0,0.0318991787616093,0.0488588089525226,auto_approve
0,0.303218137834569,0.2644357498836824,flag_for_review
0,0.0371451121902066,0.0408845555808173,auto_approve
1,0.2919659106585859,0.198274748763208,flag_for_review
0,0.021922586652556,0.0394860799005198,auto_approve
0,0.2461420064309157,0.2540767095861447,flag_for_review
0,0.0242328523205036,0.0297420783146001,auto_approve
1,0.3021004501265095,0.3403366799213764,flag_for_review
0,0.1966529467442827,0.2282839725914807,flag_for_review
1,0.1983484054754243,0.1544306741020318,flag_for_review
1,0.365731707041187,0.4341084863137118,flag_for_review
0,0.11052231491474,0.0830240321174046,auto_approve
0,0.2869338177075538,0.3407849464544701,flag_for_review
0,0.0568679245790052,0.0687952036208733,auto_approve
1,0.3283900410000679,0.2422688608383848,flag_for_review
1,0.2438511529713859,0.2268951323108632,flag_for_review
0,0.267206015096755,0.2459919927508125,flag_for_review
0,0.039763885781286,0.0481523829609791,auto_approve
0,0.0356094398099712,0.0289129373012071,auto_approve
0,0.059195353643161,0.0815492511481442,auto_approve
0,0.0382057470546722,0.0517843180432623,auto_approve
0,0.1459981726318937,0.2015793882525079,auto_approve
0,0.0376869533393478,0.0541279341367604,auto_approve
0,0.1210151265925849,0.1307027192639426,auto_approve
0,0.291150235167416,0.2790483491213154,flag_for_review
0,0.2563582365824822,0.3081704414611699,flag_for_review
0,0.1485907027578234,0.136010817695985,auto_approve
0,0.1485028432929052,0.1334663147081364,auto_approve
0,0.2338660325343612,0.22673704854002,flag_for_review
1,0.3115100175648556,0.2608127904815376,flag_for_review
0,0.1193416372969796,0.1184944899311612,auto_approve
1,0.3112636789750188,0.343397009604145,flag_for_review
0,0.0649977424414511,0.0974089885513081,auto_approve
0,0.1428349817948276,0.1737175097131878,auto_approve
0,0.097441536948318,0.0960083991567426,auto_approve
0,0.3351490646670116,0.2797857053222434,flag_for_review
0,0.0612036013528862,0.0657770828447533,auto_approve
1,0.243100105246593,0.3047179453967811,flag_for_review
1,0.1308858356981211,0.1399390364795478,auto_approve
0,0.1844763300405363,0.1698283292924381,flag_for_review
0,0.2263441157532453,0.142027551144663,flag_for_review
1,0.5258680768256991,0.5089563300876332,flag_for_review
0,0.2089900916581925,0.1254080363969617,flag_for_review
0,0.1042240178258817,0.1183384042997944,auto_approve
0,0.2672154619645006,0.2542840185603819,flag_for_review
1,0.3189215670832215,0.236107436281884,flag_for_review
0,0.0692595922249307,0.0651894025159672,auto_approve
0,0.3991893683008848,0.3506982917978952,flag_for_review
0,0.3315301677537496,0.1964308696781499,flag_for_review
0,0.1598853068017565,0.1725945127596126,auto_approve
1,0.83830972609797,0.8322905873921195,flag_for_review
0,0.0898583519700101,0.09839279056431,auto_approve
0,0.1931323604233575,0.2537180087510632,flag_for_review
0,0.0404396942780797,0.0517493383452453,auto_approve
0,0.018480150045311,0.0131543011180513,auto_approve
0,0.3007602996138405,0.3354325479030811,flag_for_review
0,0.0186605374576053,0.1689384033902471,auto_approve
0,0.2924807534249632,0.409520437383753,flag_for_review
0,0.1134588486679634,0.1806106297323787,auto_approve
0,0.090324093997376,0.1772467831537467,auto_approve
0,0.3360245029031223,0.2191980814011184,flag_for_review
0,0.1594895086064005,0.1587596379142719,auto_approve
0,0.0218552172793462,0.0347790377195117,auto_approve
0,0.1773208227855299,0.1862055616310374,flag_for_review
0,0.2598225309802997,0.3226176068114164,flag_for_review
1,0.1922508810562078,0.2277455382097377,flag_for_review
1,0.3399053642707638,0.2214255016837139,flag_for_review
0,0.0914829727179531,0.1376915625766994,auto_approve
0,0.2081062277446646,0.2734650786161816,flag_for_review
1,0.3394106230364326,0.2817724944978352,flag_for_review
1,0.2535668418066585,0.2396914897769426,flag_for_review
1,0.3690324273863407,0.4033177235977779,flag_for_review
0,0.09203985174439,0.0560636666980798,auto_approve
0,0.027038564327741,0.0324750369788537,auto_approve
0,0.2219081484993693,0.226177085444091,flag_for_review
0,0.4075143424459057,0.3784003670702975,flag_for_review
1,0.1011841639793307,0.0442971751454419,auto_approve
0,0.0289428721853224,0.0363128416978399,auto_approve
0,0.1452751207931274,0.1129982540466692,auto_approve
0,0.1529928075629874,0.1408420353518292,auto_approve
0,0.0496930366674814,0.0957257730134812,auto_approve
0,0.1216277633688766,0.1128671510731345,auto_approve
0,0.2794875723888559,0.2491516807908573,flag_for_review
0,0.0612761284639008,0.1145590791310277,auto_approve
0,0.1734036685610459,0.1623419808503988,flag_for_review
1,0.3182390826045015,0.3203837572353309,flag_for_review
0,0.0735062002298194,0.0933921251744034,auto_approve
1,0.6987839977756746,0.5596288080275373,flag_for_review
0,0.1711119542141664,0.1970022135269603,flag_for_review
0,0.1720087969559517,0.2449707299597307,flag_for_review
0,0.042215378714571,0.0355611683479863,auto_approve
0,0.050895660306271,0.0662325509268613,auto_approve
0,0.0372171754496988,0.0581118004487277,auto_approve
0,0.2730177191271603,0.2066821813502012,flag_for_review
1,0.6603862306455763,0.6866003821299199,flag_for_review
0,0.1143844699454044,0.1342468577922752,auto_approve
0,0.0428117075790894,0.0425144503975349,auto_approve
1,0.7189638021296443,0.7470802435127962,flag_for_review
0,0.0504258272694763,0.0662808820578168,auto_approve
1,0.3472311042282717,0.3751652174403013,flag_for_review
1,0.0740404301978672,0.0643084622173851,auto_approve
1,0.6578601663752243,0.708775818106355,flag_for_review
0,0.1756290986814451,0.1706181102699503,flag_for_review
0,0.2020942424856462,0.1590068552090913,flag_for_review
0,0.0906331467102861,0.1017342594044325,auto_approve
0,0.173980768037248,0.1456156594447025,flag_for_review
1,0.2121902901809107,0.2445183311358792,flag_for_review
0,0.0747811359059881,0.0912452819104306,auto_approve
0,0.1615489475418569,0.1656263790705123,flag_for_review
1,0.3107481045842459,0.2459169895651286,flag_for_review
0,0.0300687063217206,0.1554468698799262,auto_approve
0,0.0540239795467943,0.0603978466561105,auto_approve
0,0.0341890005718946,0.0580737432562173,auto_approve
0,0.0401534076199886,0.0545362022311551,auto_approve
0,0.0735474865309953,0.1041147943447953,auto_approve
0,0.0728196652043144,0.045920078795529,auto_approve
0,0.2774962916448808,0.2970285542851734,flag_for_review
0,0.0984365689266058,0.093699288591089,auto_approve
0,0.0587083404847612,0.0815926298967785,auto_approve
0,0.1790156910774679,0.22088069167652,flag_for_review
0,0.0520968371923088,0.1060473955982958,auto_approve
1,0.2982175905568941,0.3382610551494178,flag_for_review
0,0.2482237041343108,0.0975594190707087,flag_for_review
0,0.0567934666123073,0.0674307389814976,auto_approve
0,0.0278878139531544,0.0296553017952956,auto_approve
0,0.3694210727210179,0.4242472718678878,flag_for_review
0,0.1378304907201709,0.0999244982190643,auto_approve
0,0.067768286285646,0.0500915128508249,auto_approve
0,0.3317542702658243,0.312467342639355,flag_for_review
0,0.1513748926233478,0.185878540570791,auto_approve
0,0.0749392008491305,0.1236320792097577,auto_approve
0,0.1661526610883446,0.2020537988138485,flag_for_review
0,0.2277017417215832,0.1180798171224951,flag_for_review
0,0.147095351897963,0.1223343083543517,auto_approve
0,0.1791723955762609,0.1108899410487027,flag_for_review
0,0.1194496819111861,0.0954029750015193,auto_approve
0,0.4231559819224934,0.3675008954276688,flag_for_review
1,0.5741848789124296,0.5648908296313616,flag_for_review
0,0.131647256999266,0.1986784829726124,auto_approve
1,0.6172574999129272,0.604575622639244,flag_for_review
0,0.2372352702622781,0.2031988693344482,flag_for_review
0,0.0479654535323274,0.0591822516257239,auto_approve
0,0.0207598365840465,0.0225550554156746,auto_approve
1,0.4637370742335612,0.363998827432777,flag_for_review
0,0.4074076721285814,0.3847272685214393,flag_for_review
0,0.5055331069560929,0.3882480659392685,flag_for_review
0,0.1606730543550274,0.1714491609569666,flag_for_review
0,0.2049889580645122,0.2084431484607461,flag_for_review
0,0.5584081229483259,0.5911372665437014,flag_for_review
0,0.0543583096636694,0.0633788647038001,auto_approve
1,0.2681199072571886,0.2369611957363024,flag_for_review
0,0.0172671914773157,0.0158031183912067,auto_approve
0,0.1074669569680195,0.0925501794784704,auto_approve
0,0.1626017483724384,0.170129558822225,flag_for_review
0,0.0819381584189634,0.1014081893491437,auto_approve
0,0.1912350629824634,0.3091605085661478,flag_for_review
1,0.5393976676486677,0.3450181424142522,flag_for_review
0,0.2751560010922322,0.4213607599415455,flag_for_review
0,0.3125433418772153,0.2699575131496944,flag_for_review
0,0.0661425814435261,0.0675458611910565,auto_approve
1,0.218287694612963,0.3041080939987174,flag_for_review
0,0.0975931022995544,0.10006541122193,auto_approve
0,0.1840387691526706,0.2131947550747682,flag_for_review
0,0.1714607064813237,0.1458538607368287,flag_for_review
0,0.1293761101492637,0.1231106131046394,auto_approve
0,0.2500232799875245,0.1593467679665782,flag_for_review
0,0.1280946399431113,0.1040760070222701,auto_approve
1,0.3454965993971314,0.3092739598279967,flag_for_review
0,0.4970893091068635,0.5016337384094008,flag_for_review
0,0.122588980506877,0.1356575309615637,auto_approve
0,0.0159848201441897,0.0430152729655025,auto_approve
0,0.0611057599381884,0.0539891723002404,auto_approve
0,0.5567546309824484,0.5055690981814326,flag_for_review
0,0.0586622940733454,0.0994958086564468,auto_approve
0,0.0295621090926603,0.0576403446530908,auto_approve
0,0.1792389286728552,0.1911616188642008,flag_for_review
0,0.1540472648834233,0.1183728732056294,auto_approve
0,0.2801954316994622,0.1802842650828905,flag_for_review
0,0.2512369161955634,0.2214843616504332,flag_for_review
1,0.5595362192045902,0.5112629777818913,flag_for_review
0,0.3963577365267701,0.337690735073913,flag_for_review
0,0.3723515339621731,0.4182086376179988,flag_for_review
0,0.0396958507624531,0.0474887507221211,auto_approve
0,0.2792689669920036,0.309737208701717,flag_for_review
1,0.4098389924595096,0.441300888926331,flag_for_review
0,0.0536958357924935,0.0746162337063535,auto_approve
1,0.3053234296768449,0.2623302849648215,flag_for_review
0,0.1400909478458695,0.1273766962436662,auto_approve
1,0.316649090150802,0.2863046450010812,flag_for_review
0,0.4375603912734228,0.3399664992018475,flag_for_review
1,0.7367291996385216,0.784166771548096,flag_for_review
0,0.3448434891149287,0.317612403627648,flag_for_review
0,0.0534469056400642,0.0609354653987692,auto_approve
0,0.0626307092680141,0.0973888691301435,auto_approve
0,0.2683193247519216,0.338882102689105,flag_for_review
0,0.101767982249222,0.0880229461528863,auto_approve
0,0.0401127538688088,0.0649699570479325,auto_approve
0,0.1777986098840661,0.1778434676141594,flag_for_review
0,0.4459965502432596,0.3114458189184456,flag_for_review
0,0.0627255964275231,0.0652184169270933,auto_approve
0,0.1536104369622225,0.1355505997037307,auto_approve
1,0.1887938959535239,0.163698112934271,flag_for_review
0,0.1348116209200194,0.237823711782109,auto_approve
0,0.2545124633487018,0.175867842803318,flag_for_review
0,0.1109069538090618,0.092752289966559,auto_approve
0,0.0325842872758727,0.0345907441916036,auto_approve
0,0.0755261259539907,0.0774548555566662,auto_approve
0,0.1750095950989831,0.2276273347672413,flag_for_review
0,0.0821722994812696,0.0844650918371824,auto_approve
0,0.5635090789856553,0.5326971094126983,flag_for_review
0,0.2081397454095244,0.3086036396255763,flag_for_review
0,0.1940880552292117,0.1992466375678258,flag_for_review
1,0.3081149692143978,0.3260083054379191,flag_for_review
0,0.2048574754777333,0.1288354397857252,flag_for_review
0,0.0363776033415529,0.05872412972031,auto_approve
0,0.3569958490581034,0.1684530569153316,flag_for_review
1,0.4007310948805764,0.2587829399224441,flag_for_review
0,0.1547562626830312,0.183383256074717,auto_approve
1,0.5316300192808544,0.4646746950596181,flag_for_review
0,0.1478870194290865,0.2462371383495245,auto_approve
0,0.2088517192842787,0.2259277055112224,flag_for_review
0,0.1339280762201389,0.1208356392527812,auto_approve
0,0.1144663241863062,0.094426084219978,auto_approve
0,0.0244545271974904,0.048424666585968,auto_approve
0,0.1291014529982462,0.14940872542934,auto_approve
0,0.0335539067004403,0.0341509373601337,auto_approve
0,0.0324022096178915,0.0421118788123517,auto_approve
0,0.0150803126988583,0.0231262098248007,auto_approve
0,0.0508038449020331,0.0586870317487887,auto_approve
0,0.3142573369696548,0.2486996474228829,flag_for_review
