order_id,customer_id,risk_probability,action_taken,explanation,decision_threshold_used,model_version,timestamp
d23aa665-b2c5-4446-98be-4c0fbb67397b,056e3d76-8183-4716-9184-151a4135f404,0.3248,flag_for_review,"Elevated risk driven by: size-dependent item, COD payment, unusually low order value",0.16,logreg_v1_step2,2026-09-04T04:38:57.345330+00:00
36c2d19a-20ff-4bcc-84a4-b8330001f528,5a71659c-1263-4448-8731-60f1df983197,0.0759,auto_approve,"Elevated risk driven by: customer's return history, unusually low order value, customer's order count",0.16,logreg_v1_step2,2026-09-04T04:38:57.345330+00:00
31859d0f-d2da-4af3-9748-44ad241232fe,f585f611-cabf-4eee-9c1c-24b1689ac52f,0.0286,auto_approve,"Elevated risk driven by: customer's return history, unusually low order value",0.16,logreg_v1_step2,2026-09-04T04:38:57.345330+00:00
c16f8313-a356-4d21-bd7f-d98f5c2ccf80,c96a9e4f-f6e2-4582-900e-e47a05c7f83a,0.2307,flag_for_review,"Elevated risk driven by: size-dependent item, unusually low order value, fashion category",0.16,logreg_v1_step2,2026-09-04T04:38:57.345330+00:00
a1737263-ef5b-4ae1-97fb-147a38a4ed97,8c24e923-2dbf-4f43-b0b2-6e851d21fa34,0.1012,auto_approve,"Elevated risk driven by: large discount, home category",0.16,logreg_v1_step2,2026-09-04T04:38:57.345330+00:00
d0fde5c6-3f16-4cc6-866f-f979e8342254,f920e7f3-d39f-4f68-a6df-bf5a555ec155,0.1178,auto_approve,"Elevated risk driven by: unusually low order value, home category, large discount",0.16,logreg_v1_step2,2026-09-04T04:38:57.345330+00:00
4a7024c3-3b8d-4f75-9001-f600b646f59c,0b6f3e2b-84fe-456b-ad93-ffcb76fb728f,0.031,auto_approve,"Elevated risk driven by: unusually low order value, tier3 delivery area, customer's return history",0.16,logreg_v1_step2,2026-09-04T04:38:57.345330+00:00
2031917b-a790-494d-b835-8b9e59e89d8b,265ca8d0-3df8-4d6f-9712-d08685f17132,0.162,flag_for_review,"Elevated risk driven by: unusually low order value, home category, tier3 delivery area",0.16,logreg_v1_step2,2026-09-04T04:38:57.345330+00:00
32203998-18a1-48b4-b934-ce34976aa0ab,460bc87a-beb1-4f56-a5cd-1ec17422b34a,0.0057,auto_approve,No strong individual risk drivers identified.,0.16,logreg_v1_step2,2026-09-04T04:38:57.345330+00:00
aeee7816-1809-4430-a10e-41fa502b1afe,c04c2c09-5f42-4b59-aeb5-6d35280a5d01,0.1038,auto_approve,"Elevated risk driven by: large discount, fashion category, unusually low order value",0.16,logreg_v1_step2,2026-09-04T04:38:57.345330+00:00
69c47651-3d20-41b9-bb9d-add5c95ad496,b5a8da77-1ba0-4430-8b90-102d0cd1bde1,0.207,flag_for_review,"Elevated risk driven by: COD payment, no prior return history available, first-time buyer",0.16,logreg_v1_step2,2026-09-04T04:38:57.345330+00:00
192e1788-8424-419d-9130-0d411c9f4ab2,06a55a66-90e1-4cb6-a2be-f26bb9c97d79,0.0657,auto_approve,"Elevated risk driven by: large discount, unusually low order value",0.16,logreg_v1_step2,2026-09-04T04:38:57.345330+00:00
03ee6a47-ac6e-4c10-89c7-6b8746f65c20,75aa2704-6368-428d-ba7a-be942625e571,0.029,auto_approve,Elevated risk driven by: unusually low order value,0.16,logreg_v1_step2,2026-09-04T04:38:57.345330+00:00
3c487e38-bceb-4ee6-9323-38b23980571d,56a30258-3565-44b2-a8d7-1d0adece59a8,0.0773,auto_approve,Elevated risk driven by: fashion category,0.16,logreg_v1_step2,2026-09-04T04:38:57.345330+00:00
ee567839-b6ee-4672-b589-1b154a185965,6d89b6da-05be-4f09-b2f2-542a975f2f53,0.1332,auto_approve,"Elevated risk driven by: unusually low order value, beauty category, customer's return history",0.16,logreg_v1_step2,2026-09-04T04:38:57.345330+00:00
458f5c0b-5bb6-4060-8476-ec9b411d2e28,2bf1c610-a75b-412d-b0ce-9dc111d20e3c,0.1241,auto_approve,"Elevated risk driven by: home category, unusually low order value, customer's return history",0.16,logreg_v1_step2,2026-09-04T04:38:57.345330+00:00
1a8d1a0f-6c66-47ff-9836-268e5129da7e,ca2fe15e-112f-4628-a780-35be48c1c3b1,0.1468,auto_approve,"Elevated risk driven by: large discount, home category",0.16,logreg_v1_step2,2026-09-04T04:38:57.345330+00:00
118fb797-e79c-4764-b8ef-9e95dabffafb,b209d179-6418-4f8c-bd42-8e4f831f0776,0.062,auto_approve,"Elevated risk driven by: tier3 delivery area, customer's return history, customer's order count",0.16,logreg_v1_step2,2026-09-04T04:38:57.345330+00:00
c3c9f993-4c93-4af2-98be-467f69ae44b4,78f8646d-d401-40a1-8b6d-605e45f29fb6,0.0617,auto_approve,"Elevated risk driven by: beauty category, large discount",0.16,logreg_v1_step2,2026-09-04T04:38:57.345330+00:00
bb724f3b-cf56-4c39-a5fa-cee8306033f6,039d6dca-0464-482f-87cb-0f4ec3ec4ddd,0.0938,auto_approve,Elevated risk driven by: COD payment,0.16,logreg_v1_step2,2026-09-04T04:38:57.345330+00:00
43fc3323-f37f-4bef-916f-43644ca3aa6b,4c113ca6-2f3e-4575-82ea-ec032586d824,0.2715,flag_for_review,"Elevated risk driven by: size-dependent item, tier3 delivery area, fashion category",0.16,logreg_v1_step2,2026-09-04T04:38:57.345330+00:00
ef57c277-7f6f-4308-a963-35920ec2d689,b409e3d7-b9a4-422f-952f-eaf1d5521144,0.2527,flag_for_review,"Elevated risk driven by: size-dependent item, customer's return history, fashion category",0.16,logreg_v1_step2,2026-09-04T04:38:57.345330+00:00
8f53ffad-e660-4323-9436-94b551bd2a60,1e875744-08ed-4a3f-8cdb-457e2c478f1b,0.1253,auto_approve,"Elevated risk driven by: home category, unusually low order value, large discount",0.16,logreg_v1_step2,2026-09-04T04:38:57.345330+00:00
ed5737c2-3c1f-43bf-be00-5f3df01a8ca6,6998bf5b-2957-4b20-9fbb-95e19c4d485a,0.229,flag_for_review,"Elevated risk driven by: size-dependent item, fashion category, unusually low order value",0.16,logreg_v1_step2,2026-09-04T04:38:57.345330+00:00
f9170dbb-a609-4dc1-b835-77f8b4713bcc,b8d02904-601f-4dd7-a3d1-5fb98038da28,0.066,auto_approve,Elevated risk driven by: COD payment,0.16,logreg_v1_step2,2026-09-04T04:38:57.345330+00:00
477ef404-dd02-4082-9aa2-09619ce3cd1c,2c1b640e-7361-4bb4-ac90-0bffa313f1df,0.2981,flag_for_review,"Elevated risk driven by: size-dependent item, large discount, tier3 delivery area",0.16,logreg_v1_step2,2026-09-04T04:38:57.345330+00:00
8ef8c384-39a7-4f38-87b1-2ad5b67420ce,a98ac6ed-5c74-42d1-a5a7-c801d82116e4,0.2606,flag_for_review,"Elevated risk driven by: customer's return history, beauty category, large discount",0.16,logreg_v1_step2,2026-09-04T04:38:57.345330+00:00
3f208005-fef9-4cd3-9f57-cb261fc514da,487e0072-ff7c-4376-aa94-0ed39d21882d,0.0753,auto_approve,"Elevated risk driven by: no prior return history available, first-time buyer, beauty category",0.16,logreg_v1_step2,2026-09-04T04:38:57.345330+00:00
1deeedac-b3c9-4cc5-b781-75ce3a622b99,039d6dca-0464-482f-87cb-0f4ec3ec4ddd,0.4966,flag_for_review,"Elevated risk driven by: size-dependent item, COD payment, unusually low order value",0.16,logreg_v1_step2,2026-09-04T04:38:57.345330+00:00
e2e057e5-9b10-42af-acc9-88e82f41a546,0651ab9e-5b2b-46c4-9215-ff97762857c1,0.667,flag_for_review,"Elevated risk driven by: size-dependent item, COD payment, large discount",0.16,logreg_v1_step2,2026-09-04T04:38:57.345330+00:00
49828b06-314a-4ae8-a234-b448233ecbfe,c35917e3-aa41-4cb2-9a55-27d4893431b1,0.3323,flag_for_review,"Elevated risk driven by: size-dependent item, customer's return history, tier3 delivery area",0.16,logreg_v1_step2,2026-09-04T04:38:57.345330+00:00
57804111-85f1-4489-bea1-d5168310e65c,30888fd2-16bc-4533-a06f-0e0d4ed50f9d,0.1315,auto_approve,"Elevated risk driven by: COD payment, home category, unusually low order value",0.16,logreg_v1_step2,2026-09-04T04:38:57.345330+00:00
271d5bb7-fedf-4249-8449-140ccd75399b,5838baf1-7a04-4a52-9d9d-c2ef48187e91,0.2932,flag_for_review,"Elevated risk driven by: size-dependent item, customer's return history, COD payment",0.16,logreg_v1_step2,2026-09-04T04:38:57.345330+00:00
12d126ea-76bb-4b37-b665-85c605ee3d90,762dc9ed-5415-436c-b6a9-6504149e79d2,0.0756,auto_approve,Elevated risk driven by: COD payment,0.16,logreg_v1_step2,2026-09-04T04:38:57.345330+00:00
423111af-5bc9-42f8-af4b-89932a8640c1,c04c2c09-5f42-4b59-aeb5-6d35280a5d01,0.2446,flag_for_review,"Elevated risk driven by: size-dependent item, unusually low order value, tier3 delivery area",0.16,logreg_v1_step2,2026-09-04T04:38:57.345330+00:00
56ae2cb8-6226-41cd-a9b2-eca5b7a0b782,39017757-c44d-48a0-ace6-d2cd60b50caf,0.454,flag_for_review,"Elevated risk driven by: size-dependent item, no prior return history available, first-time buyer",0.16,logreg_v1_step2,2026-09-04T04:38:57.345330+00:00
0ea94ab6-9eb2-4617-af8d-30209024ee29,835b4038-88dc-4965-b6b8-921d3b0ad19c,0.0594,auto_approve,Elevated risk driven by: fashion category,0.16,logreg_v1_step2,2026-09-04T04:38:57.345330+00:00
e664cba5-289c-4253-b536-48a836921442,803488e3-f195-4510-8729-476cfdddc9b9,0.044,auto_approve,"Elevated risk driven by: unusually low order value, customer's return history",0.16,logreg_v1_step2,2026-09-04T04:38:57.345330+00:00
d035b98a-0949-4415-8e8c-57e4757e065b,b96486fd-b67d-407e-a617-7d6dfba9c556,0.5166,flag_for_review,"Elevated risk driven by: size-dependent item, no prior return history available, first-time buyer",0.16,logreg_v1_step2,2026-09-04T04:38:57.345330+00:00
0e6d7039-2dc4-45d7-917e-0909ed9dab1a,4e40c152-4279-4fbe-8a2f-a127f5613ef3,0.0513,auto_approve,"Elevated risk driven by: COD payment, unusually low order value, customer's order count",0.16,logreg_v1_step2,2026-09-04T04:38:57.345330+00:00
bac33360-7eca-4999-90e0-b52445e639fe,c04c2c09-5f42-4b59-aeb5-6d35280a5d01,0.2176,flag_for_review,"Elevated risk driven by: COD payment, unusually low order value, home category",0.16,logreg_v1_step2,2026-09-04T04:38:57.345330+00:00
2030712e-e2ec-4360-8a81-c49faee1354c,24f462d2-ab23-4d64-b4cd-5e1193e7769f,0.0884,auto_approve,"Elevated risk driven by: customer's return history, unusually low order value",0.16,logreg_v1_step2,2026-09-04T04:38:57.345330+00:00
08be9d37-0144-4033-beda-0f291d93c7d8,cb772ef9-45e1-4d4b-9ad9-1d46caab33c8,0.2616,flag_for_review,"Elevated risk driven by: size-dependent item, unusually low order value, tier3 delivery area",0.16,logreg_v1_step2,2026-09-04T04:38:57.345330+00:00
4b0d6cae-4f07-425f-b358-f3cfffe0567c,a403a957-14a9-40ff-a1ea-6ad7bcc534b4,0.0131,auto_approve,No strong individual risk drivers identified.,0.16,logreg_v1_step2,2026-09-04T04:38:57.345330+00:00
e42a4781-7bde-4299-a102-725135592e68,bf73103a-9b74-40e6-b8a4-57825a2b09e9,0.6027,flag_for_review,"Elevated risk driven by: size-dependent item, COD payment, no prior return history available",0.16,logreg_v1_step2,2026-09-04T04:38:57.345330+00:00
c6e5b8d7-4e8d-456b-80ad-be67613ee81f,9e5d4987-8d7d-4c47-8cdd-0d477afd0d41,0.2178,flag_for_review,"Elevated risk driven by: COD payment, home category, unusually low order value",0.16,logreg_v1_step2,2026-09-04T04:38:57.345330+00:00
1d490f89-e1be-4264-9023-b665065036b5,2302316f-5078-43eb-8c52-2fc10011451b,0.1331,auto_approve,"Elevated risk driven by: no prior return history available, first-time buyer, unusually low order value",0.16,logreg_v1_step2,2026-09-04T04:38:57.345330+00:00
5833cc2e-3620-441e-826d-e4f2523ca2c9,63d8dd12-39d4-4e1e-bdd7-72b1c1a0b1c0,0.2413,flag_for_review,"Elevated risk driven by: COD payment, unusually low order value, beauty category",0.16,logreg_v1_step2,2026-09-04T04:38:57.345330+00:00
5abb91a5-9c27-42c4-9cda-c62a56f98574,a2a6e4a7-73f0-4f60-8023-1d364c305e4d,0.0354,auto_approve,Elevated risk driven by: COD payment,0.16,logreg_v1_step2,2026-09-04T04:38:57.345330+00:00
3d02b125-3ab7-4858-9f02-111b4a78cc03,5838baf1-7a04-4a52-9d9d-c2ef48187e91,0.5328,flag_for_review,"Elevated risk driven by: large discount, customer's return history, COD payment",0.16,logreg_v1_step2,2026-09-04T04:38:57.345330+00:00
b1b2fd1b-d955-4192-92df-a1d4e7bf76b1,59265d36-e12e-4bfc-b8a8-29de0a16e8c5,0.206,flag_for_review,"Elevated risk driven by: COD payment, home category, unusually low order value",0.16,logreg_v1_step2,2026-09-04T04:38:57.345330+00:00
40b36721-8abe-4b0a-9820-8a55be255ab8,0c4e5dbb-4b57-4f04-9753-79f273dbd64f,0.5277,flag_for_review,"Elevated risk driven by: size-dependent item, no prior return history available, first-time buyer",0.16,logreg_v1_step2,2026-09-04T04:38:57.345330+00:00
205a3c62-7e9d-49a1-8f75-b80e6156e5a3,544b57dd-aae8-4d49-a2dc-9382a2b7ff69,0.0937,auto_approve,"Elevated risk driven by: large discount, home category, unusually low order value",0.16,logreg_v1_step2,2026-09-04T04:38:57.345330+00:00
90631f3f-f2df-4be2-8d2b-c8aaacc466b6,e6b84507-0320-4dab-b918-04a7dcb15931,0.094,auto_approve,Elevated risk driven by: home category,0.16,logreg_v1_step2,2026-09-04T04:38:57.345330+00:00
0547c6eb-cf37-4688-8566-dda1c0332d00,f9852313-5fdc-437c-9c37-d03dbf8c8f0e,0.1051,auto_approve,"Elevated risk driven by: fashion category, unusually low order value",0.16,logreg_v1_step2,2026-09-04T04:38:57.345330+00:00
8781bb47-cc8e-40f6-bb16-e9d126b8b1b0,056e3d76-8183-4716-9184-151a4135f404,0.2827,flag_for_review,"Elevated risk driven by: COD payment, tier3 delivery area, fashion category",0.16,logreg_v1_step2,2026-09-04T04:38:57.345330+00:00
c7bd5695-80ef-4475-8909-a66df95972ec,b0694581-e5bf-4757-913a-46834d324ff0,0.1378,auto_approve,"Elevated risk driven by: large discount, beauty category, customer's return history",0.16,logreg_v1_step2,2026-09-04T04:38:57.345330+00:00
bca7d45b-93f3-4cb8-8f29-f539020a12a9,bd73a907-2b0c-4809-a5e4-fda97fc0021c,0.3295,flag_for_review,"Elevated risk driven by: COD payment, no prior return history available, first-time buyer",0.16,logreg_v1_step2,2026-09-04T04:38:57.345330+00:00
df5077ba-343a-4a49-8752-2bbf050fe261,c6a0b833-3377-4046-a0dd-379e39f2778e,0.0437,auto_approve,"Elevated risk driven by: unusually low order value, customer's return history",0.16,logreg_v1_step2,2026-09-04T04:38:57.345330+00:00
9ac7c124-21ef-4745-9eec-b74d861ae6fc,ca2fe15e-112f-4628-a780-35be48c1c3b1,0.2331,flag_for_review,"Elevated risk driven by: size-dependent item, unusually low order value, fashion category",0.16,logreg_v1_step2,2026-09-04T04:38:57.345330+00:00
222093e4-2a6d-4c32-ad96-2ad4c2874851,a55896b3-fb13-44ca-9f5b-cb9965b8c231,0.168,flag_for_review,"Elevated risk driven by: customer's return history, large discount, beauty category",0.16,logreg_v1_step2,2026-09-04T04:38:57.345330+00:00
dc39979e-cb47-4419-b070-1fe81f597660,5f406040-6dfb-4ae2-9890-7f640e616156,0.093,auto_approve,"Elevated risk driven by: customer's return history, large discount, beauty category",0.16,logreg_v1_step2,2026-09-04T04:38:57.345330+00:00
e8def7e3-0aa8-4c57-abbf-7676b1b82794,bea95939-f856-40c9-895d-bd824c2d37e7,0.3591,flag_for_review,"Elevated risk driven by: size-dependent item, no prior return history available, first-time buyer",0.16,logreg_v1_step2,2026-09-04T04:38:57.345330+00:00
3bb60188-d451-4413-9a1d-3121322338b1,c3f1cc06-68c1-442a-b18b-6338217bcf62,0.0229,auto_approve,No strong individual risk drivers identified.,0.16,logreg_v1_step2,2026-09-04T04:38:57.345330+00:00
c4b6e296-006d-4a2f-ac4c-7daefb44b406,4ed8649d-1f98-49ba-9ac7-95ad3fde0f37,0.0693,auto_approve,"Elevated risk driven by: large discount, unusually low order value, customer's return history",0.16,logreg_v1_step2,2026-09-04T04:38:57.345330+00:00
ddb32d3e-c354-4103-adfd-bdb08ca9a0c6,803488e3-f195-4510-8729-476cfdddc9b9,0.2754,flag_for_review,"Elevated risk driven by: size-dependent item, customer's return history, fashion category",0.16,logreg_v1_step2,2026-09-04T04:38:57.345330+00:00
c7486f6e-674e-42a5-8631-9987de97a351,265ca8d0-3df8-4d6f-9712-d08685f17132,0.0748,auto_approve,Elevated risk driven by: fashion category,0.16,logreg_v1_step2,2026-09-04T04:38:57.345330+00:00
fb057572-c3ee-48c1-8d34-7d64be906466,cd03dd27-2fc9-486c-998f-c61cf34b93ab,0.264,flag_for_review,"Elevated risk driven by: size-dependent item, customer's return history, unusually low order value",0.16,logreg_v1_step2,2026-09-04T04:38:57.345330+00:00
20619f44-f542-46d9-b2c0-3bf49b231119,3f259d1d-bcc5-4e5f-9d0b-919938ea08ee,0.1302,auto_approve,"Elevated risk driven by: customer's return history, COD payment, unusually low order value",0.16,logreg_v1_step2,2026-09-04T04:38:57.345330+00:00
b4bfc20b-97cb-48c0-9750-78c274732eb3,aeb809c7-7345-49c5-915c-5731c06a32e9,0.1034,auto_approve,"Elevated risk driven by: customer's return history, beauty category, unusually low order value",0.16,logreg_v1_step2,2026-09-04T04:38:57.345330+00:00
254f892a-2057-4d41-8d50-44dac88872da,3b68140d-c04c-4ece-87a7-1b051083612b,0.2233,flag_for_review,"Elevated risk driven by: size-dependent item, fashion category, customer's return history",0.16,logreg_v1_step2,2026-09-04T04:38:57.345330+00:00
7b16ffdb-1728-4e3d-a996-48b0a303fdb2,79d62d2f-2160-4129-951e-311e22c29fba,0.1538,auto_approve,"Elevated risk driven by: COD payment, customer's return history",0.16,logreg_v1_step2,2026-09-04T04:38:57.345330+00:00
0a7a85fa-b8c4-4e83-b2c2-40a6eb0bec0b,ec11d559-7980-4914-89e3-b56e72adba0b,0.2217,flag_for_review,"Elevated risk driven by: size-dependent item, tier3 delivery area, fashion category",0.16,logreg_v1_step2,2026-09-04T04:38:57.345330+00:00
5496cacd-7769-4df3-b1d6-b67fc6d72419,ecf7432d-87ec-467d-9c61-1102e6ef87c1,0.1139,auto_approve,"Elevated risk driven by: unusually low order value, beauty category, large discount",0.16,logreg_v1_step2,2026-09-04T04:38:57.345330+00:00
ca634252-200e-4d43-9f8c-b2f8f7eae86b,9e5d4987-8d7d-4c47-8cdd-0d477afd0d41,0.1227,auto_approve,"Elevated risk driven by: unusually low order value, home category",0.16,logreg_v1_step2,2026-09-04T04:38:57.345330+00:00
066da638-c778-49cb-ac81-1378bfd03cd9,236d11d7-cc84-47c1-9d4b-15dd6891dcbc,0.0505,auto_approve,"Elevated risk driven by: tier3 delivery area, unusually low order value",0.16,logreg_v1_step2,2026-09-04T04:38:57.345330+00:00
44c82833-02f2-4030-bfbb-4f4cae93b70b,f5069c4e-0691-43d9-b3e0-3efe7073ec31,0.2016,flag_for_review,"Elevated risk driven by: COD payment, tier3 delivery area, fashion category",0.16,logreg_v1_step2,2026-09-04T04:38:57.345330+00:00
f65f2e75-cbb2-40ae-bb2d-3988d62dd902,6b914b9c-926e-4431-b82e-f178aae9d5c0,0.5798,flag_for_review,"Elevated risk driven by: size-dependent item, no prior return history available, first-time buyer",0.16,logreg_v1_step2,2026-09-04T04:38:57.345330+00:00
443eeb37-7ed2-434a-8d26-92ff11ee7c9a,38543a37-c3ff-4947-a0be-4c688daad6b3,0.2535,flag_for_review,"Elevated risk driven by: size-dependent item, large discount, fashion category",0.16,logreg_v1_step2,2026-09-04T04:38:57.345330+00:00
