order_value,discount_pct,is_first_time_buyer,customer_past_orders,customer_past_return_rate,size_variant_flag,days_to_deliver,returned,has_return_history,category_beauty,category_electronics,category_fashion,category_grocery,category_home,payment_method_COD,payment_method_UPI,payment_method_card,payment_method_netbanking,delivery_pincode_tier_metro,delivery_pincode_tier_tier2,delivery_pincode_tier_tier3,time_of_day_ordered_afternoon,time_of_day_ordered_evening,time_of_day_ordered_morning,time_of_day_ordered_night
1447.4,0.33,1,0,0.24995735361917937,1,2,1,0,False,False,True,False,False,False,True,False,False,False,True,False,True,False,False,False
250.0,0.186,1,0,0.24995735361917937,0,7,0,0,False,True,False,False,False,False,True,False,False,True,False,False,False,False,True,False
3965.8,0.357,1,0,0.24995735361917937,0,5,0,0,False,False,True,False,False,False,True,False,False,False,True,False,False,True,False,False
726.5,0.397,1,0,0.24995735361917937,1,4,0,0,False,False,True,False,False,False,False,True,False,False,True,False,False,False,True,False
441.57,0.154,1,0,0.24995735361917937,1,5,1,0,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True
250.0,0.335,1,0,0.24995735361917937,1,4,1,0,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True
1184.8,0.422,1,0,0.24995735361917937,0,4,1,0,False,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False
1683.84,0.63,1,0,0.24995735361917937,0,7,0,0,False,True,False,False,False,False,True,False,False,False,True,False,True,False,False,False
1125.91,0.206,1,0,0.24995735361917937,1,3,0,0,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,False
11797.36,0.108,1,0,0.24995735361917937,0,6,0,0,False,False,False,False,True,False,False,True,False,False,True,False,True,False,False,False
1516.31,0.457,1,0,0.24995735361917937,1,3,0,0,False,False,True,False,False,False,False,False,True,False,False,True,False,True,False,False
1501.44,0.066,0,1,0.284,0,3,0,1,False,True,False,False,False,False,False,False,True,False,True,False,False,True,False,False
441.55,0.21,1,0,0.24995735361917937,1,1,0,0,False,False,True,False,False,False,True,False,False,True,False,False,True,False,False,False
1510.75,0.236,1,0,0.24995735361917937,0,1,0,0,False,True,False,False,False,False,False,True,False,False,True,False,False,True,False,False
3639.32,0.232,1,0,0.24995735361917937,0,4,0,0,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True
898.37,0.185,1,0,0.24995735361917937,1,6,1,0,False,False,True,False,False,True,False,False,False,False,False,True,False,True,False,False
20000.0,0.75,1,0,0.24995735361917937,0,5,0,0,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False
2228.88,0.325,1,0,0.24995735361917937,0,9,0,0,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False
951.2,0.329,1,0,0.24995735361917937,1,4,0,0,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False
865.9,0.286,1,0,0.24995735361917937,0,4,1,0,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True
1064.89,0.544,1,0,0.24995735361917937,0,3,0,0,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True
5132.06,0.187,1,0,0.24995735361917937,0,2,0,0,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,False
3299.77,0.175,1,0,0.24995735361917937,0,2,0,0,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True
250.0,0.093,1,0,0.24995735361917937,1,4,1,0,False,False,True,False,False,True,False,False,False,False,False,True,True,False,False,False
432.14,0.101,1,0,0.24995735361917937,0,4,0,0,False,False,False,True,False,True,False,False,False,False,False,True,True,False,False,False
609.24,0.204,1,0,0.24995735361917937,0,2,1,0,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True
1761.07,0.461,1,0,0.24995735361917937,0,5,0,0,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,False
563.1,0.389,1,0,0.24995735361917937,1,3,1,0,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False
646.19,0.246,1,0,0.24995735361917937,1,5,0,0,False,False,True,False,False,False,False,True,False,True,False,False,True,False,False,False
15697.32,0.157,1,0,0.24995735361917937,1,6,0,0,False,False,True,False,False,True,False,False,False,False,False,True,True,False,False,False
1334.87,0.113,1,0,0.24995735361917937,0,2,0,0,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False,False
418.43,0.234,1,0,0.24995735361917937,0,8,0,0,True,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False
821.05,0.061,1,0,0.24995735361917937,1,1,0,0,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False
499.74,0.205,1,0,0.24995735361917937,0,2,0,0,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False
1334.31,0.52,1,0,0.24995735361917937,1,3,1,0,False,False,True,False,False,True,False,False,False,False,True,False,True,False,False,False
11438.42,0.277,1,0,0.24995735361917937,0,3,0,0,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True
2145.0,0.444,1,0,0.24995735361917937,1,3,0,0,False,False,True,False,False,False,True,False,False,True,False,False,True,False,False,False
653.8,0.065,0,2,0.109,1,3,1,1,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False
4169.03,0.154,1,0,0.24995735361917937,1,3,0,0,False,False,True,False,False,False,True,False,False,False,True,False,False,True,False,False
2165.67,0.421,1,0,0.24995735361917937,1,4,1,0,False,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False
250.0,0.27,1,0,0.24995735361917937,0,3,0,0,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False
2985.15,0.196,0,1,0.092,0,4,0,1,True,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False
419.13,0.337,1,0,0.24995735361917937,0,1,1,0,False,False,True,False,False,True,False,False,False,False,True,False,True,False,False,False
6755.88,0.474,1,0,0.24995735361917937,1,3,0,0,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,True
2037.62,0.173,1,0,0.24995735361917937,0,2,0,0,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False
275.77,0.368,1,0,0.24995735361917937,1,4,0,0,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,True
3894.78,0.274,0,1,0.348,0,4,1,1,False,True,False,False,False,False,True,False,False,True,False,False,False,False,True,False
992.09,0.291,0,1,0.171,0,9,0,1,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True
844.68,0.364,0,2,0.199,0,4,1,1,False,False,False,False,True,True,False,False,False,False,False,True,True,False,False,False
2126.51,0.456,1,0,0.24995735361917937,0,3,0,0,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True
11107.46,0.24,1,0,0.24995735361917937,0,6,1,0,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False
2836.75,0.083,1,0,0.24995735361917937,0,3,1,0,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False
5092.1,0.081,0,1,0.32,0,3,0,1,False,True,False,False,False,False,True,False,False,True,False,False,False,False,True,False
564.53,0.481,1,0,0.24995735361917937,0,5,0,0,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,True
6329.53,0.086,0,1,0.291,1,1,0,1,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False
3585.07,0.275,1,0,0.24995735361917937,1,1,0,0,False,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False
363.61,0.064,0,1,0.223,0,3,1,1,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,True
1634.14,0.022,1,0,0.24995735361917937,1,6,0,0,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,False
1124.43,0.112,0,1,0.147,1,3,0,1,True,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False
402.53,0.504,1,0,0.24995735361917937,1,5,1,0,False,False,True,False,False,True,False,False,False,False,False,True,True,False,False,False
258.67,0.142,1,0,0.24995735361917937,0,7,0,0,False,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False
5158.96,0.437,1,0,0.24995735361917937,0,2,0,0,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,False
1081.56,0.116,0,1,0.238,1,3,0,1,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True
9924.71,0.372,1,0,0.24995735361917937,0,6,0,0,False,True,False,False,False,False,True,False,False,False,False,True,False,True,False,False
449.49,0.309,1,0,0.24995735361917937,0,1,0,0,False,False,False,False,True,False,True,False,False,True,False,False,False,False,True,False
753.68,0.055,0,1,0.182,1,3,1,1,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False
524.62,0.239,0,1,0.127,1,4,1,1,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False
1965.58,0.305,1,0,0.24995735361917937,1,4,1,0,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False
572.7,0.295,1,0,0.24995735361917937,0,2,1,0,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False
1286.0,0.204,1,0,0.24995735361917937,0,5,0,0,False,False,False,False,True,False,True,False,False,True,False,False,False,True,False,False
5436.44,0.478,1,0,0.24995735361917937,1,1,0,0,False,False,True,False,False,False,True,False,False,False,True,False,False,True,False,False
3569.84,0.374,1,0,0.24995735361917937,1,5,0,0,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False
464.32,0.186,1,0,0.24995735361917937,1,8,1,0,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False
966.25,0.247,0,1,0.021,1,7,0,1,False,False,True,False,False,False,True,False,False,False,True,False,False,True,False,False
420.32,0.259,0,1,0.144,1,3,0,1,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False
993.22,0.163,0,1,0.379,0,1,0,1,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False
746.34,0.131,1,0,0.24995735361917937,1,5,1,0,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,False
1398.51,0.297,1,0,0.24995735361917937,0,2,0,0,True,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False
318.24,0.123,1,0,0.24995735361917937,1,3,0,0,False,False,True,False,False,False,False,False,True,False,True,False,False,True,False,False
250.0,0.48,1,0,0.24995735361917937,0,4,0,0,False,True,False,False,False,False,True,False,False,True,False,False,False,True,False,False
250.0,0.397,1,0,0.24995735361917937,0,3,0,0,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False
1814.26,0.433,1,0,0.24995735361917937,1,3,1,0,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False
2184.21,0.429,1,0,0.24995735361917937,0,1,1,0,False,True,False,False,False,False,True,False,False,False,True,False,True,False,False,False
1361.04,0.323,1,0,0.24995735361917937,1,4,0,0,False,False,True,False,False,False,True,False,False,False,False,True,True,False,False,False
680.02,0.213,0,2,0.321,0,1,0,1,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False
3482.09,0.504,0,1,0.227,1,6,0,1,False,False,True,False,False,False,False,False,True,False,False,True,True,False,False,False
1897.89,0.066,0,3,0.058,1,1,0,1,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False
3393.6,0.327,1,0,0.24995735361917937,1,1,0,0,False,False,True,False,False,False,True,False,False,True,False,False,True,False,False,False
543.98,0.219,1,0,0.24995735361917937,0,1,0,0,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False
767.33,0.289,0,1,0.044,1,3,0,1,False,False,True,False,False,False,False,True,False,False,True,False,True,False,False,False
1181.05,0.316,1,0,0.24995735361917937,0,3,0,0,False,True,False,False,False,False,False,True,False,True,False,False,False,False,True,False
653.99,0.228,0,1,0.329,0,5,1,1,False,False,False,False,True,True,False,False,False,False,False,True,False,True,False,False
2650.16,0.158,0,1,0.081,0,3,0,1,True,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False
1795.52,0.67,1,0,0.24995735361917937,1,1,0,0,False,False,True,False,False,True,False,False,False,True,False,False,True,False,False,False
4020.5,0.294,0,1,0.0,0,4,0,1,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False
288.66,0.491,1,0,0.24995735361917937,0,1,0,0,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False
2446.58,0.108,1,0,0.24995735361917937,1,5,0,0,False,False,True,False,False,False,False,False,True,True,False,False,False,False,True,False
371.42,0.17,1,0,0.24995735361917937,0,2,1,0,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False
343.27,0.392,0,2,0.249,1,3,1,1,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False
608.03,0.379,1,0,0.24995735361917937,0,3,0,0,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True
613.39,0.555,1,0,0.24995735361917937,0,5,0,0,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False
3408.53,0.335,1,0,0.24995735361917937,0,5,0,0,False,False,True,False,False,True,False,False,False,False,False,True,False,True,False,False
1318.41,0.282,1,0,0.24995735361917937,1,3,1,0,False,False,True,False,False,True,False,False,False,False,True,False,True,False,False,False
250.0,0.197,1,0,0.24995735361917937,1,3,0,0,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True
1849.91,0.408,1,0,0.24995735361917937,0,5,0,0,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False
1337.04,0.201,0,1,0.146,0,6,0,1,False,False,False,False,True,False,False,True,False,False,False,True,True,False,False,False
1402.68,0.491,1,0,0.24995735361917937,0,3,0,0,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True
523.23,0.281,1,0,0.24995735361917937,0,4,0,0,False,True,False,False,False,True,False,False,False,False,True,False,False,True,False,False
2732.99,0.702,1,0,0.24995735361917937,0,2,1,0,False,True,False,False,False,False,False,True,False,True,False,False,False,False,True,False
1815.32,0.606,0,1,0.169,0,3,1,1,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True
2437.3,0.567,1,0,0.24995735361917937,0,3,0,0,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,True
4958.82,0.201,1,0,0.24995735361917937,0,4,0,0,False,True,False,False,False,False,False,True,False,True,False,False,False,False,True,False
748.45,0.211,1,0,0.24995735361917937,0,2,0,0,False,False,False,True,False,False,False,False,True,True,False,False,False,True,False,False
250.0,0.136,1,0,0.24995735361917937,0,4,0,0,True,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False
602.08,0.327,1,0,0.24995735361917937,0,1,0,0,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,False
2369.21,0.097,0,2,0.415,1,3,0,1,False,False,True,False,False,False,True,False,False,False,True,False,True,False,False,False
1155.65,0.197,0,1,0.033,1,3,0,1,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,False
1444.14,0.091,0,3,0.212,1,1,0,1,False,False,True,False,False,False,True,False,False,False,True,False,True,False,False,False
4729.83,0.244,1,0,0.24995735361917937,0,1,0,0,False,False,False,False,True,False,False,False,True,False,True,False,True,False,False,False
1533.97,0.29,1,0,0.24995735361917937,0,4,0,0,False,True,False,False,False,False,True,False,False,False,True,False,True,False,False,False
2019.37,0.208,1,0,0.24995735361917937,1,4,0,0,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False
631.78,0.257,0,3,0.057,0,4,0,1,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True
421.99,0.145,1,0,0.24995735361917937,0,1,1,0,False,False,False,False,True,True,False,False,False,False,True,False,False,False,True,False
1075.13,0.145,1,0,0.24995735361917937,1,3,1,0,False,False,True,False,False,False,False,False,True,True,False,False,True,False,False,False
4595.85,0.174,0,1,0.0,1,2,0,1,False,False,True,False,False,False,False,True,False,False,False,True,True,False,False,False
508.04,0.145,1,0,0.24995735361917937,0,1,0,0,False,True,False,False,False,False,True,False,False,True,False,False,False,True,False,False
456.67,0.137,1,0,0.24995735361917937,0,4,0,0,True,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False
4274.48,0.202,0,1,0.227,0,2,0,1,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False,False
718.97,0.548,0,1,0.298,0,4,0,1,False,True,False,False,False,False,True,False,False,False,True,False,True,False,False,False
1211.03,0.274,1,0,0.24995735361917937,1,3,0,0,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True
1442.91,0.118,1,0,0.24995735361917937,0,4,0,0,False,False,False,False,True,True,False,False,False,False,True,False,True,False,False,False
849.53,0.566,0,1,0.332,1,3,0,1,False,False,True,False,False,False,True,False,False,False,False,True,False,True,False,False
642.78,0.285,1,0,0.24995735361917937,0,5,0,0,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,True
360.41,0.647,1,0,0.24995735361917937,0,7,1,0,False,True,False,False,False,False,True,False,False,False,False,True,False,False,True,False
4934.29,0.478,0,1,0.187,0,6,0,1,False,True,False,False,False,False,False,True,False,True,False,False,True,False,False,False
420.61,0.153,1,0,0.24995735361917937,0,4,0,0,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False
358.95,0.205,1,0,0.24995735361917937,0,7,0,0,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,True
836.88,0.238,0,1,0.818,1,1,0,1,False,False,True,False,False,False,True,False,False,False,True,False,False,True,False,False
668.14,0.162,0,1,0.345,0,5,1,1,False,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False
292.62,0.619,0,2,0.109,1,4,0,1,False,False,True,False,False,True,False,False,False,False,False,True,False,True,False,False
1165.69,0.129,1,0,0.24995735361917937,0,3,0,0,False,True,False,False,False,False,False,False,True,True,False,False,True,False,False,False
463.83,0.193,0,1,0.0,0,3,0,1,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False
7235.92,0.253,1,0,0.24995735361917937,0,4,0,0,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True
3781.48,0.344,0,1,0.164,0,1,0,1,True,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False
720.7,0.328,0,1,0.342,1,5,0,1,False,False,True,False,False,True,False,False,False,False,False,True,False,True,False,False
287.51,0.533,0,1,0.138,0,1,0,1,True,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False
6131.47,0.594,1,0,0.24995735361917937,0,4,0,0,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False
922.49,0.212,1,0,0.24995735361917937,1,8,0,0,False,False,True,False,False,True,False,False,False,False,False,True,True,False,False,False
2815.31,0.314,1,0,0.24995735361917937,0,5,1,0,False,True,False,False,False,False,True,False,False,False,False,True,True,False,False,False
508.4,0.471,1,0,0.24995735361917937,0,2,0,0,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False
575.86,0.637,0,1,0.255,1,2,0,1,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False
1928.09,0.434,0,4,0.25,1,5,1,1,False,False,True,False,False,True,False,False,False,False,False,True,True,False,False,False
2115.69,0.169,0,1,0.312,0,6,0,1,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False
979.96,0.2,1,0,0.24995735361917937,0,4,0,0,False,False,False,False,True,False,False,True,False,False,True,False,True,False,False,False
588.43,0.139,1,0,0.24995735361917937,1,3,0,0,False,False,True,False,False,False,True,False,False,False,False,True,True,False,False,False
451.24,0.298,1,0,0.24995735361917937,1,2,1,0,False,False,True,False,False,False,True,False,False,True,False,False,True,False,False,False
602.63,0.274,0,2,0.353,0,7,0,1,False,False,True,False,False,False,False,True,False,False,True,False,True,False,False,False
415.98,0.412,1,0,0.24995735361917937,1,3,0,0,False,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False
1892.38,0.593,1,0,0.24995735361917937,1,1,1,0,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False
1984.04,0.284,1,0,0.24995735361917937,0,4,0,0,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False
2083.3,0.14,1,0,0.24995735361917937,0,5,1,0,False,True,False,False,False,False,False,True,False,False,False,True,True,False,False,False
1466.44,0.316,0,1,0.364,0,5,0,1,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True,False
250.0,0.34,1,0,0.24995735361917937,0,1,1,0,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False
8032.01,0.339,1,0,0.24995735361917937,1,2,1,0,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False
10214.03,0.143,1,0,0.24995735361917937,0,4,0,0,False,False,False,True,False,True,False,False,False,False,False,True,True,False,False,False
5986.57,0.162,0,2,0.211,0,7,0,1,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True
1037.01,0.136,0,1,0.182,0,4,0,1,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True
750.24,0.227,0,2,0.207,0,2,1,1,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False
551.3,0.156,0,2,0.136,1,5,0,1,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False
654.68,0.306,0,2,0.134,1,6,0,1,False,False,True,False,False,False,False,True,False,True,False,False,True,False,False,False
8138.17,0.041,0,1,0.397,1,6,0,1,False,False,True,False,False,False,False,False,True,True,False,False,True,False,False,False
1867.43,0.251,1,0,0.24995735361917937,0,2,0,0,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False,False
712.64,0.476,1,0,0.24995735361917937,0,3,1,0,True,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False
10771.23,0.309,1,0,0.24995735361917937,0,3,0,0,False,True,False,False,False,True,False,False,False,False,True,False,True,False,False,False
476.51,0.422,0,2,0.14,0,1,0,1,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True
553.2,0.06,1,0,0.24995735361917937,0,2,0,0,True,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False
4573.22,0.46,1,0,0.24995735361917937,1,6,1,0,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,False
250.0,0.46,0,1,0.322,0,1,0,1,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,True
1477.3,0.075,0,1,0.382,0,2,0,1,False,False,False,False,True,True,False,False,False,True,False,False,False,True,False,False
1842.54,0.256,1,0,0.24995735361917937,1,5,0,0,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False
265.41,0.106,0,1,0.301,1,2,0,1,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False
250.0,0.501,1,0,0.24995735361917937,0,2,1,0,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True
252.37,0.449,1,0,0.24995735361917937,0,2,0,0,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False
1047.62,0.508,1,0,0.24995735361917937,0,2,0,0,False,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False
5781.16,0.45,0,2,0.396,1,6,1,1,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False
411.41,0.303,0,2,0.108,1,2,0,1,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,False
438.11,0.47,0,1,0.081,1,4,0,1,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False
813.53,0.161,0,1,0.554,0,3,0,1,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False
819.63,0.071,1,0,0.24995735361917937,0,5,0,0,False,True,False,False,False,False,True,False,False,True,False,False,False,True,False,False
503.98,0.462,1,0,0.24995735361917937,0,3,0,0,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False,False
250.0,0.495,1,0,0.24995735361917937,0,6,0,0,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True,False
387.92,0.174,0,2,0.257,0,4,0,1,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False
250.0,0.255,1,0,0.24995735361917937,0,5,1,0,True,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False
977.5,0.171,1,0,0.24995735361917937,0,3,1,0,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False
2111.99,0.298,0,2,0.114,1,9,0,1,False,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False
340.89,0.303,1,0,0.24995735361917937,1,6,0,0,False,False,True,False,False,False,True,False,False,False,False,True,False,True,False,False
1168.55,0.267,0,1,0.169,0,4,0,1,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,True
1107.01,0.154,1,0,0.24995735361917937,0,1,0,0,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True
2868.25,0.421,0,1,0.312,1,3,0,1,False,False,True,False,False,False,True,False,False,False,True,False,True,False,False,False
468.62,0.062,0,2,0.119,0,6,0,1,False,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False
491.58,0.325,1,0,0.24995735361917937,0,2,0,0,False,False,False,True,False,False,False,True,False,False,True,False,False,False,True,False
529.81,0.483,1,0,0.24995735361917937,0,2,0,0,True,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False
2851.47,0.279,0,1,0.284,1,1,1,1,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,False
6444.75,0.115,1,0,0.24995735361917937,0,7,1,0,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False
3831.37,0.39,1,0,0.24995735361917937,0,3,0,0,False,False,False,False,True,True,False,False,False,True,False,False,False,True,False,False
11436.58,0.486,1,0,0.24995735361917937,1,1,0,0,False,False,True,False,False,False,True,False,False,True,False,False,True,False,False,False
