order_id,customer_id,risk_probability,action_taken,explanation,decision_threshold_used,model_version,timestamp
b05889c5-0694-4f53-b069-b2d1348b334e,3f888151-69ed-4006-b5f2-68afced6201b,0.1012,auto_approve,"Elevated risk driven by: large discount, home category",0.16,logreg_v1_step2,2026-08-23T06:30:21.573233+00:00
dda2ff4b-fe34-4ebd-8db1-72e2ffedc2a8,e681d0bc-7b6a-4813-b507-16b033d8251d,0.1178,auto_approve,"Elevated risk driven by: unusually low order value, home category, large discount",0.16,logreg_v1_step2,2026-08-23T06:30:21.573233+00:00
7840c264-78c5-432b-aaf2-ac98d73d68ba,ec513aca-b3ea-457e-b9fd-46a0fbbd0108,0.031,auto_approve,"Elevated risk driven by: unusually low order value, tier3 delivery area, customer's return history",0.16,logreg_v1_step2,2026-08-23T06:30:21.573233+00:00
cce41e73-1e45-4638-999b-57b1a1dfd79b,61e68552-c2ac-46ab-b349-d5252a071eca,0.162,flag_for_review,"Elevated risk driven by: unusually low order value, home category, tier3 delivery area",0.16,logreg_v1_step2,2026-08-23T06:30:21.573233+00:00
b9b5242b-2b15-481b-ad8e-f200afe255df,ae648879-94d9-43e9-9c34-e6de78357400,0.0057,auto_approve,No strong individual risk drivers identified.,0.16,logreg_v1_step2,2026-08-23T06:30:21.573233+00:00
b76a0179-afd6-4f24-b214-8f1aaef2ce06,ad87b3e3-8b3e-438e-8994-51127b85c296,0.1038,auto_approve,"Elevated risk driven by: large discount, fashion category, unusually low order value",0.16,logreg_v1_step2,2026-08-23T06:30:21.573233+00:00
c8b8579d-f532-438d-a226-a6ed60ea97b0,9a625667-7231-477f-bae5-82ef700249d8,0.207,flag_for_review,"Elevated risk driven by: COD payment, no prior return history available, first-time buyer",0.16,logreg_v1_step2,2026-08-23T06:30:21.573233+00:00
218284be-e8c8-4706-b798-41eb4042255a,2b07b584-d1aa-4d4c-8a54-d972e2975ecf,0.0657,auto_approve,"Elevated risk driven by: large discount, unusually low order value",0.16,logreg_v1_step2,2026-08-23T06:30:21.573233+00:00
8f280acf-6386-4e73-a046-1304529e58be,22f58788-391d-4372-9ad4-9e208eef569b,0.029,auto_approve,Elevated risk driven by: unusually low order value,0.16,logreg_v1_step2,2026-08-23T06:30:21.573233+00:00
cf9fc062-609f-47b7-80d5-14e6a2619b66,48242df6-6544-46ca-8243-b23028d6d805,0.0773,auto_approve,Elevated risk driven by: fashion category,0.16,logreg_v1_step2,2026-08-23T06:30:21.573233+00:00
4db2309f-e404-49eb-a33a-932d10f43210,4b641fb2-3437-4f0f-9c67-9222d63bef6e,0.1332,auto_approve,"Elevated risk driven by: unusually low order value, beauty category, customer's return history",0.16,logreg_v1_step2,2026-08-23T06:30:21.573233+00:00
80dc6645-dd89-4f68-b915-aa35e97e9e4a,8cabcba8-2b36-4f7e-984b-440baba9ad97,0.1241,auto_approve,"Elevated risk driven by: home category, unusually low order value, customer's return history",0.16,logreg_v1_step2,2026-08-23T06:30:21.573233+00:00
9064424a-31d1-470c-a15b-a1041d90f177,6741beec-5e04-4bdd-9202-60c1031010f8,0.1468,auto_approve,"Elevated risk driven by: large discount, home category",0.16,logreg_v1_step2,2026-08-23T06:30:21.573233+00:00
9815fcc7-83cc-4850-a09d-1971bdb09b36,c098bafa-20a7-4c6c-9fce-d433c8e83be7,0.062,auto_approve,"Elevated risk driven by: tier3 delivery area, customer's return history, customer's order count",0.16,logreg_v1_step2,2026-08-23T06:30:21.573233+00:00
bbe2808b-7cee-4e24-a99d-f340fe8c1e7c,d0f3def4-10c3-442b-9b93-148c1f1e3a46,0.0617,auto_approve,"Elevated risk driven by: beauty category, large discount",0.16,logreg_v1_step2,2026-08-23T06:30:21.573233+00:00
3c052bf6-e66a-4c6a-8287-e563e3602b1e,3b43db08-fb91-462f-825f-825adffaef1d,0.0938,auto_approve,Elevated risk driven by: COD payment,0.16,logreg_v1_step2,2026-08-23T06:30:21.573233+00:00
a7bdcb4f-0fac-431c-8978-25abd7442d6a,dd1d4990-d4e5-4687-bd01-cb6b03a151bf,0.2715,flag_for_review,"Elevated risk driven by: size-dependent item, tier3 delivery area, fashion category",0.16,logreg_v1_step2,2026-08-23T06:30:21.573233+00:00
142afbea-f094-4b0c-b27d-34d6fea55d21,b732b9b1-5184-4f45-af4d-630b007d8b56,0.2527,flag_for_review,"Elevated risk driven by: size-dependent item, customer's return history, fashion category",0.16,logreg_v1_step2,2026-08-23T06:30:21.573233+00:00
7ca9c13b-01aa-4409-a02c-6d1c91106f0f,98f128ba-5f7a-45ba-b9fd-4d3978030042,0.1253,auto_approve,"Elevated risk driven by: home category, unusually low order value, large discount",0.16,logreg_v1_step2,2026-08-23T06:30:21.573233+00:00
e662b603-b854-4637-91d4-39771814368e,ebb8a1f2-51a7-4500-b1ee-9350840d7c45,0.229,flag_for_review,"Elevated risk driven by: size-dependent item, fashion category, unusually low order value",0.16,logreg_v1_step2,2026-08-23T06:30:21.573233+00:00
10ab7731-3806-4cd1-9720-a6e7ecb3eb0f,51c62a9a-f387-47be-9870-79041d5914ef,0.066,auto_approve,Elevated risk driven by: COD payment,0.16,logreg_v1_step2,2026-08-23T06:30:21.573233+00:00
8dd830b6-da2c-487e-ae86-ef8c99ee6c1c,916b1eab-19f3-418e-970e-feae0ddfa238,0.2981,flag_for_review,"Elevated risk driven by: size-dependent item, large discount, tier3 delivery area",0.16,logreg_v1_step2,2026-08-23T06:30:21.573233+00:00
1c9ff9e5-ca42-4fb1-a426-d8ccb25f9fd3,d6820024-4c8c-44b8-8098-59f8938ad61c,0.2606,flag_for_review,"Elevated risk driven by: customer's return history, beauty category, large discount",0.16,logreg_v1_step2,2026-08-23T06:30:21.573233+00:00
4e140edf-5e60-49d7-aa12-d0d452fc54d2,e8f694f4-75c7-4b9d-8461-3f6fce844e62,0.0753,auto_approve,"Elevated risk driven by: no prior return history available, first-time buyer, beauty category",0.16,logreg_v1_step2,2026-08-23T06:30:21.573233+00:00
403d9e1a-b6a9-4f1d-8847-bc14a08392fe,3b43db08-fb91-462f-825f-825adffaef1d,0.4966,flag_for_review,"Elevated risk driven by: size-dependent item, COD payment, unusually low order value",0.16,logreg_v1_step2,2026-08-23T06:30:21.573233+00:00
8efa0d7e-6daa-433e-bdb7-16ead0cc71b3,fcad361d-37b1-48e4-ba15-27f5efd12bd2,0.667,flag_for_review,"Elevated risk driven by: size-dependent item, COD payment, large discount",0.16,logreg_v1_step2,2026-08-23T06:30:21.573233+00:00
697461b9-a01f-4a02-b60a-fb23bfccdc2f,b1866946-8935-4ecd-acf7-242f08c22f6f,0.3323,flag_for_review,"Elevated risk driven by: size-dependent item, customer's return history, tier3 delivery area",0.16,logreg_v1_step2,2026-08-23T06:30:21.573233+00:00
7606f259-0e35-4545-ac35-2d93bae1ec5d,b23d847d-997a-4928-9b10-f50e4fa93ba9,0.1315,auto_approve,"Elevated risk driven by: COD payment, home category, unusually low order value",0.16,logreg_v1_step2,2026-08-23T06:30:21.573233+00:00
8ccdabe9-7e07-4958-84b6-ea051eaa83bf,f1922c32-2521-4e63-8787-5b9056553ff0,0.2932,flag_for_review,"Elevated risk driven by: size-dependent item, customer's return history, COD payment",0.16,logreg_v1_step2,2026-08-23T06:30:21.573233+00:00
9bb66c74-c7cb-49dc-af73-1cc8f59c8cf3,bdaa8e74-a01e-4e28-adc3-15d63480b37e,0.0756,auto_approve,Elevated risk driven by: COD payment,0.16,logreg_v1_step2,2026-08-23T06:30:21.573233+00:00
b5f335b0-bd45-4012-ba57-efa5d98964f7,ad87b3e3-8b3e-438e-8994-51127b85c296,0.2446,flag_for_review,"Elevated risk driven by: size-dependent item, unusually low order value, tier3 delivery area",0.16,logreg_v1_step2,2026-08-23T06:30:21.573233+00:00
4f56b4ef-34c7-49c7-a0b1-c8e244df2b44,e4329099-c71d-4060-bdf9-f326527747c5,0.454,flag_for_review,"Elevated risk driven by: size-dependent item, no prior return history available, first-time buyer",0.16,logreg_v1_step2,2026-08-23T06:30:21.573233+00:00
5cef6176-c3ca-46ec-9d28-07baa12c07da,551aee57-0df4-4a51-9afa-0babaf28b33a,0.0594,auto_approve,Elevated risk driven by: fashion category,0.16,logreg_v1_step2,2026-08-23T06:30:21.573233+00:00
c43b5ad7-9a51-442f-a32c-3fc94d12e0b2,52ad5451-dae5-4029-8a8a-756096ddf041,0.044,auto_approve,"Elevated risk driven by: unusually low order value, customer's return history",0.16,logreg_v1_step2,2026-08-23T06:30:21.573233+00:00
5311e181-ff2b-46d9-bf84-f6da64b34bf3,7b69cdb5-83cf-4c37-af6c-6808f933c8d0,0.5166,flag_for_review,"Elevated risk driven by: size-dependent item, no prior return history available, first-time buyer",0.16,logreg_v1_step2,2026-08-23T06:30:21.573233+00:00
dbb08677-dae3-4604-a17c-68faac30f572,dcc320e0-51d7-4f5a-b1cf-f774f3ea235f,0.0513,auto_approve,"Elevated risk driven by: COD payment, unusually low order value, customer's order count",0.16,logreg_v1_step2,2026-08-23T06:30:21.573233+00:00
d0048b05-cc79-451e-a56c-7a7f4a112e8f,ad87b3e3-8b3e-438e-8994-51127b85c296,0.2176,flag_for_review,"Elevated risk driven by: COD payment, unusually low order value, home category",0.16,logreg_v1_step2,2026-08-23T06:30:21.573233+00:00
87052013-b374-4344-93db-ef7608787eea,14e9a40c-48f4-4b52-8121-a603990cd08e,0.0884,auto_approve,"Elevated risk driven by: customer's return history, unusually low order value",0.16,logreg_v1_step2,2026-08-23T06:30:21.573233+00:00
2359c315-3dc6-4b76-babe-dcc91109dcc0,18471c77-61f9-4793-b4da-b432f51981aa,0.2616,flag_for_review,"Elevated risk driven by: size-dependent item, unusually low order value, tier3 delivery area",0.16,logreg_v1_step2,2026-08-23T06:30:21.573233+00:00
524d0bd8-5ec3-4ba1-8e17-a58580106ad5,8f067d15-412d-40db-b9f2-a2103e13290f,0.0131,auto_approve,No strong individual risk drivers identified.,0.16,logreg_v1_step2,2026-08-23T06:30:21.573233+00:00
a763873e-fec4-412d-9631-03fca3ab6dac,e5d01c68-31b5-4079-a0a7-41284064b09c,0.6027,flag_for_review,"Elevated risk driven by: size-dependent item, COD payment, no prior return history available",0.16,logreg_v1_step2,2026-08-23T06:30:21.573233+00:00
c5d22f07-afac-4c49-abf2-e4d111010d31,844e1cc6-38c0-44c1-8fb0-2171c4ac07a9,0.2178,flag_for_review,"Elevated risk driven by: COD payment, home category, unusually low order value",0.16,logreg_v1_step2,2026-08-23T06:30:21.573233+00:00
8a8fa39c-7b53-417f-be32-93f7f55aa7f4,72cb42d3-62b2-4036-9300-940e8c49efed,0.1331,auto_approve,"Elevated risk driven by: no prior return history available, first-time buyer, unusually low order value",0.16,logreg_v1_step2,2026-08-23T06:30:21.573233+00:00
fa93069b-a19e-4cf3-ad70-6c0c2d69bfa5,115b599a-217b-402c-bf2e-d673a28b8b6a,0.2413,flag_for_review,"Elevated risk driven by: COD payment, unusually low order value, beauty category",0.16,logreg_v1_step2,2026-08-23T06:30:21.573233+00:00
6f1cd3a2-9b25-4bd3-86b7-e8b22938b010,e0be4c42-c5d2-46e6-98a3-f57143c81929,0.0354,auto_approve,Elevated risk driven by: COD payment,0.16,logreg_v1_step2,2026-08-23T06:30:21.573233+00:00
9e59f6e0-a1f7-4aeb-b4da-9de53e6fa195,f1922c32-2521-4e63-8787-5b9056553ff0,0.5328,flag_for_review,"Elevated risk driven by: large discount, customer's return history, COD payment",0.16,logreg_v1_step2,2026-08-23T06:30:21.573233+00:00
d32fac32-c6d7-430c-b163-b5e1f3ebb5c6,b15097c2-354a-48aa-8b88-0fc27a70d24f,0.206,flag_for_review,"Elevated risk driven by: COD payment, home category, unusually low order value",0.16,logreg_v1_step2,2026-08-23T06:30:21.573233+00:00
a81f3692-9d2a-420d-a746-7344ffcac768,0f2a7185-360f-49ed-b7c4-cb731c475eb2,0.5277,flag_for_review,"Elevated risk driven by: size-dependent item, no prior return history available, first-time buyer",0.16,logreg_v1_step2,2026-08-23T06:30:21.573233+00:00
c98eb9ce-b13d-4bac-92cb-eda714333465,87699cd8-cca3-418f-9a3e-144a0cbaca68,0.0937,auto_approve,"Elevated risk driven by: large discount, home category, unusually low order value",0.16,logreg_v1_step2,2026-08-23T06:30:21.573233+00:00
c73e9087-f13f-475e-b228-26686e9efcad,cc825a9c-6ef8-48bc-90ca-0bc2af6a4e40,0.094,auto_approve,Elevated risk driven by: home category,0.16,logreg_v1_step2,2026-08-23T06:30:21.573233+00:00
6a3e5543-0663-4e6f-828b-8a53984fe8f3,b36dde2e-e09b-4224-b113-133cdade54b5,0.1051,auto_approve,"Elevated risk driven by: fashion category, unusually low order value",0.16,logreg_v1_step2,2026-08-23T06:30:21.573233+00:00
56daabab-6fb5-44d5-b49e-cc6a03021bf1,488818a4-8adb-4718-b41a-823c7f2b2ab8,0.2827,flag_for_review,"Elevated risk driven by: COD payment, tier3 delivery area, fashion category",0.16,logreg_v1_step2,2026-08-23T06:30:21.573233+00:00
853474d2-1cba-441c-b014-0649f5dd58de,937f81a2-0c57-467d-869e-aaae2412816a,0.1378,auto_approve,"Elevated risk driven by: large discount, beauty category, customer's return history",0.16,logreg_v1_step2,2026-08-23T06:30:21.573233+00:00
e0685489-f5bb-4f03-b0ab-9eab54d56753,bf399c79-ed8b-467b-897d-934545d5ad52,0.3295,flag_for_review,"Elevated risk driven by: COD payment, no prior return history available, first-time buyer",0.16,logreg_v1_step2,2026-08-23T06:30:21.573233+00:00
ed5e2f51-f022-4e45-9c65-aeff992a300b,a5528de8-ca89-4d92-ab88-fb874b251fe0,0.0437,auto_approve,"Elevated risk driven by: unusually low order value, customer's return history",0.16,logreg_v1_step2,2026-08-23T06:30:21.573233+00:00
6baa005f-9f3f-418f-aa45-9c5cdd2cbfe0,6741beec-5e04-4bdd-9202-60c1031010f8,0.2331,flag_for_review,"Elevated risk driven by: size-dependent item, unusually low order value, fashion category",0.16,logreg_v1_step2,2026-08-23T06:30:21.573233+00:00
5b0bf237-5697-4ea8-8097-fd893399174d,33a4495a-e011-40fd-9886-33ebafd66570,0.168,flag_for_review,"Elevated risk driven by: customer's return history, large discount, beauty category",0.16,logreg_v1_step2,2026-08-23T06:30:21.573233+00:00
31b38efc-5b85-47db-9918-e2036d9eb0e6,754ee000-0eb3-4857-a2e8-476c39a286c0,0.093,auto_approve,"Elevated risk driven by: customer's return history, large discount, beauty category",0.16,logreg_v1_step2,2026-08-23T06:30:21.573233+00:00
7ab52b81-8d32-4295-886c-b53fc14d0b50,9db91134-7dd9-4d21-be9d-d889e4368426,0.3591,flag_for_review,"Elevated risk driven by: size-dependent item, no prior return history available, first-time buyer",0.16,logreg_v1_step2,2026-08-23T06:30:21.573233+00:00
3aedc17d-7082-4ff4-b2eb-cc241cb5377b,f511f812-b332-434e-84ac-a8d69f0d2875,0.0229,auto_approve,No strong individual risk drivers identified.,0.16,logreg_v1_step2,2026-08-23T06:30:21.573233+00:00
f17ad626-86af-4ffe-86f2-d93a33832a6f,8aad1534-c5ee-4b92-be7e-78a529af82b8,0.0693,auto_approve,"Elevated risk driven by: large discount, unusually low order value, customer's return history",0.16,logreg_v1_step2,2026-08-23T06:30:21.573233+00:00
1a24e866-50ea-42f3-badb-a07e70c679f4,52ad5451-dae5-4029-8a8a-756096ddf041,0.2754,flag_for_review,"Elevated risk driven by: size-dependent item, customer's return history, fashion category",0.16,logreg_v1_step2,2026-08-23T06:30:21.573233+00:00
d5ce1902-f212-472e-b117-65899fee25fb,61e68552-c2ac-46ab-b349-d5252a071eca,0.0748,auto_approve,Elevated risk driven by: fashion category,0.16,logreg_v1_step2,2026-08-23T06:30:21.573233+00:00
dc895d4c-ce0d-42dd-84ba-5539daf9abe4,47cb53b5-07a8-4133-916b-09b281c51f88,0.264,flag_for_review,"Elevated risk driven by: size-dependent item, customer's return history, unusually low order value",0.16,logreg_v1_step2,2026-08-23T06:30:21.573233+00:00
6250565c-a0fb-4335-9233-3fb4f9553afc,b1a9a01f-60a0-474a-9f62-ee2f1e71fa7b,0.1302,auto_approve,"Elevated risk driven by: customer's return history, COD payment, unusually low order value",0.16,logreg_v1_step2,2026-08-23T06:30:21.573233+00:00
55933a86-97e2-4358-b6ce-09347a9ab375,98d8bb02-c0b6-4fc2-9658-5ea6b66ed048,0.1034,auto_approve,"Elevated risk driven by: customer's return history, beauty category, unusually low order value",0.16,logreg_v1_step2,2026-08-23T06:30:21.573233+00:00
08949595-2f08-41ff-88a5-e7217a9b529d,50dc3803-1af4-4a0a-8917-ca0e73db20ad,0.2233,flag_for_review,"Elevated risk driven by: size-dependent item, fashion category, customer's return history",0.16,logreg_v1_step2,2026-08-23T06:30:21.573233+00:00
63379ab1-8ef5-44d7-a3c1-6c4fc5803354,098b5a6e-c876-43e4-824f-138cbaa1bdf9,0.1538,auto_approve,"Elevated risk driven by: COD payment, customer's return history",0.16,logreg_v1_step2,2026-08-23T06:30:21.573233+00:00
f8acfd60-80f7-4af4-b6df-d04c5dcb4ffb,cd41d912-6dd3-48f5-8321-ab579b72c57a,0.2217,flag_for_review,"Elevated risk driven by: size-dependent item, tier3 delivery area, fashion category",0.16,logreg_v1_step2,2026-08-23T06:30:21.573233+00:00
05c04ae2-9362-407a-aa4b-91339d4690ef,31c1fad5-4cd1-4948-951c-4b6f05b9a3e3,0.1139,auto_approve,"Elevated risk driven by: unusually low order value, beauty category, large discount",0.16,logreg_v1_step2,2026-08-23T06:30:21.573233+00:00
ce16dd54-8cd9-437f-af3a-d77ae6c91f2a,844e1cc6-38c0-44c1-8fb0-2171c4ac07a9,0.1227,auto_approve,"Elevated risk driven by: unusually low order value, home category",0.16,logreg_v1_step2,2026-08-23T06:30:21.573233+00:00
e527aab8-1798-499d-8f0e-2cb7ab568550,1430da84-3676-4e2f-a20c-58786ed1d466,0.0505,auto_approve,"Elevated risk driven by: tier3 delivery area, unusually low order value",0.16,logreg_v1_step2,2026-08-23T06:30:21.573233+00:00
9b967129-250f-4d86-9fcb-55f3818a6507,7abb60f8-6a15-44b0-8a8a-33cf510670a6,0.2016,flag_for_review,"Elevated risk driven by: COD payment, tier3 delivery area, fashion category",0.16,logreg_v1_step2,2026-08-23T06:30:21.573233+00:00
0b6fe8b9-4431-46a7-80db-378881a73134,9cfbe601-0322-4c7f-a8fc-089374a870d3,0.5798,flag_for_review,"Elevated risk driven by: size-dependent item, no prior return history available, first-time buyer",0.16,logreg_v1_step2,2026-08-23T06:30:21.573233+00:00
4f041162-6223-43ca-ab6c-ed51ce2f996d,2610fe33-8b0a-4c9b-8c47-756cf516e89b,0.2535,flag_for_review,"Elevated risk driven by: size-dependent item, large discount, fashion category",0.16,logreg_v1_step2,2026-08-23T06:30:21.573233+00:00
